,timestamp_temperature,value_type_temperature,value_temperature,timestamp_new,timestamp_humidity,value_type_humidity,value_humidity,timestamp_P1,value_type_P1,value_P1,timestamp_P2,value_type_P2,value_P2
1016,2023-02-06 01:32:57.756301+00:00,temperature,13,2023-02-06 01:32:57+00:00,2023-02-06 01:32:57.756301+00:00,humidity,93,2023-02-06 01:32:57.698237+00:00,P1,21.0,2023-02-06 01:32:57.698237+00:00,P2,7.0
1017,2023-02-06 01:35:37.377064+00:00,temperature,13,2023-02-06 01:35:37+00:00,2023-02-06 01:35:37.377064+00:00,humidity,93,2023-02-06 01:35:37.377047+00:00,P1,10.0,2023-02-06 01:35:37.377047+00:00,P2,5.0
1018,2023-02-06 01:38:17.611028+00:00,temperature,13,2023-02-06 01:38:17+00:00,2023-02-06 01:38:17.611028+00:00,humidity,93,2023-02-06 01:38:17.610825+00:00,P1,23.0,2023-02-06 01:38:17.610825+00:00,P2,5.0
1019,2023-02-06 01:40:58.206129+00:00,temperature,13,2023-02-06 01:40:58+00:00,2023-02-06 01:40:58.206129+00:00,humidity,94,2023-02-06 01:40:58.206352+00:00,P1,13.0,2023-02-06 01:40:58.206352+00:00,P2,5.0
1020,2023-02-06 01:43:38.451402+00:00,temperature,13,2023-02-06 01:43:38+00:00,2023-02-06 01:43:38.451402+00:00,humidity,94,2023-02-06 01:43:38.453901+00:00,P1,19.0,2023-02-06 01:43:38.453901+00:00,P2,7.0
1021,2023-02-06 01:46:18.461092+00:00,temperature,13,2023-02-06 01:46:18+00:00,2023-02-06 01:46:18.461092+00:00,humidity,95,2023-02-06 01:46:18.461193+00:00,P1,26.0,2023-02-06 01:46:18.461193+00:00,P2,7.0
1022,2023-02-06 01:48:58.475987+00:00,temperature,13,2023-02-06 01:48:58+00:00,2023-02-06 01:48:58.475987+00:00,humidity,95,2023-02-06 01:48:58.476011+00:00,P1,16.0,2023-02-06 01:48:58.476011+00:00,P2,6.0
1023,2023-02-06 01:51:39.128812+00:00,temperature,13,2023-02-06 01:51:39+00:00,2023-02-06 01:51:39.128812+00:00,humidity,96,2023-02-06 01:51:39.218756+00:00,P1,26.0,2023-02-06 01:51:39.218756+00:00,P2,6.0
1024,2023-02-06 01:54:18.994873+00:00,temperature,13,2023-02-06 01:54:18+00:00,2023-02-06 01:54:18.994873+00:00,humidity,96,2023-02-06 01:54:18.994851+00:00,P1,44.0,2023-02-06 01:54:18.994851+00:00,P2,9.0
1025,2023-02-06 01:56:59.108250+00:00,temperature,13,2023-02-06 01:56:59+00:00,2023-02-06 01:56:59.108250+00:00,humidity,97,2023-02-06 01:56:59.106157+00:00,P1,29.0,2023-02-06 01:56:59.106157+00:00,P2,8.0
1026,2023-02-06 01:59:38.608162+00:00,temperature,13,2023-02-06 01:59:38+00:00,2023-02-06 01:59:38.608162+00:00,humidity,97,,,,,,
1027,2023-02-06 02:02:18.546080+00:00,temperature,13,2023-02-06 02:02:18+00:00,2023-02-06 02:02:18.546080+00:00,humidity,98,2023-02-06 02:02:18.546097+00:00,P1,17.0,2023-02-06 02:02:18.546097+00:00,P2,6.0
1028,2023-02-06 02:04:58.899311+00:00,temperature,13,2023-02-06 02:04:58+00:00,2023-02-06 02:04:58.899311+00:00,humidity,98,2023-02-06 02:04:58.899331+00:00,P1,19.0,2023-02-06 02:04:58.899331+00:00,P2,5.0
1029,2023-02-06 02:07:39.406043+00:00,temperature,13,2023-02-06 02:07:39+00:00,2023-02-06 02:07:39.406043+00:00,humidity,98,2023-02-06 02:07:39.405006+00:00,P1,17.0,2023-02-06 02:07:39.405006+00:00,P2,4.0
1030,2023-02-06 02:10:19.735949+00:00,temperature,13,2023-02-06 02:10:19+00:00,2023-02-06 02:10:19.735949+00:00,humidity,99,2023-02-06 02:10:19.903815+00:00,P1,8.0,2023-02-06 02:10:19.903815+00:00,P2,5.0
1031,2023-02-06 02:12:59.101090+00:00,temperature,12,2023-02-06 02:12:59+00:00,2023-02-06 02:12:59.101090+00:00,humidity,99,2023-02-06 02:12:59.100988+00:00,P1,22.0,2023-02-06 02:12:59.100988+00:00,P2,7.0
1032,2023-02-06 02:15:39.777980+00:00,temperature,12,2023-02-06 02:15:39+00:00,2023-02-06 02:15:39.777980+00:00,humidity,100,2023-02-06 02:15:39.777695+00:00,P1,28.0,2023-02-06 02:15:39.777695+00:00,P2,6.0
1033,2023-02-06 02:18:20.274228+00:00,temperature,12,2023-02-06 02:18:20+00:00,2023-02-06 02:18:20.274228+00:00,humidity,100,2023-02-06 02:18:20.270373+00:00,P1,14.0,2023-02-06 02:18:20.270373+00:00,P2,6.0
1034,2023-02-06 02:21:00.324890+00:00,temperature,12,2023-02-06 02:21:00+00:00,2023-02-06 02:21:00.324890+00:00,humidity,100,2023-02-06 02:21:00.324414+00:00,P1,24.0,2023-02-06 02:21:00.324414+00:00,P2,4.0
1035,2023-02-06 02:23:40.439208+00:00,temperature,12,2023-02-06 02:23:40+00:00,2023-02-06 02:23:40.439208+00:00,humidity,100,2023-02-06 02:23:40.368376+00:00,P1,21.0,2023-02-06 02:23:40.368376+00:00,P2,5.0
1036,2023-02-06 02:26:20.167005+00:00,temperature,12,2023-02-06 02:26:20+00:00,2023-02-06 02:26:20.167005+00:00,humidity,100,2023-02-06 02:26:20.165788+00:00,P1,10.0,2023-02-06 02:26:20.165788+00:00,P2,5.0
1037,2023-02-06 02:29:00.757969+00:00,temperature,12,2023-02-06 02:29:00+00:00,2023-02-06 02:29:00.757969+00:00,humidity,100,2023-02-06 02:29:00.758147+00:00,P1,60.0,2023-02-06 02:29:00.758147+00:00,P2,9.0
1038,2023-02-06 02:31:42.051868+00:00,temperature,12,2023-02-06 02:31:42+00:00,2023-02-06 02:31:42.051868+00:00,humidity,100,,,,,,
1039,2023-02-06 02:34:20.443651+00:00,temperature,12,2023-02-06 02:34:20+00:00,2023-02-06 02:34:20.443651+00:00,humidity,100,2023-02-06 02:34:20.443646+00:00,P1,7.0,2023-02-06 02:34:20.443646+00:00,P2,6.0
1040,2023-02-06 02:37:00.588914+00:00,temperature,12,2023-02-06 02:37:00+00:00,2023-02-06 02:37:00.588914+00:00,humidity,100,2023-02-06 02:37:00.582847+00:00,P1,77.0,2023-02-06 02:37:00.582847+00:00,P2,15.0
1041,2023-02-06 02:39:41.236859+00:00,temperature,12,2023-02-06 02:39:41+00:00,2023-02-06 02:39:41.236859+00:00,humidity,100,2023-02-06 02:39:41.236907+00:00,P1,24.0,2023-02-06 02:39:41.236907+00:00,P2,10.0
1042,2023-02-06 02:42:21.350897+00:00,temperature,12,2023-02-06 02:42:21+00:00,2023-02-06 02:42:21.350897+00:00,humidity,100,2023-02-06 02:42:21.350934+00:00,P1,29.0,2023-02-06 02:42:21.350934+00:00,P2,12.0
1043,2023-02-06 02:45:00.951337+00:00,temperature,12,2023-02-06 02:45:00+00:00,2023-02-06 02:45:00.951337+00:00,humidity,100,2023-02-06 02:45:00.898814+00:00,P1,11.0,2023-02-06 02:45:00.898814+00:00,P2,9.0
1044,2023-02-06 02:47:41.416330+00:00,temperature,12,2023-02-06 02:47:41+00:00,2023-02-06 02:47:41.416330+00:00,humidity,100,2023-02-06 02:47:41.416222+00:00,P1,34.0,2023-02-06 02:47:41.416222+00:00,P2,15.0
1045,2023-02-06 02:50:22.263839+00:00,temperature,12,2023-02-06 02:50:22+00:00,2023-02-06 02:50:22.263839+00:00,humidity,100,2023-02-06 02:50:22.269293+00:00,P1,61.0,2023-02-06 02:50:22.269293+00:00,P2,22.0
1046,2023-02-06 02:53:01.249759+00:00,temperature,12,2023-02-06 02:53:01+00:00,2023-02-06 02:53:01.249759+00:00,humidity,100,2023-02-06 02:53:01.249727+00:00,P1,32.0,2023-02-06 02:53:01.249727+00:00,P2,14.0
1047,2023-02-06 02:55:42.032361+00:00,temperature,12,2023-02-06 02:55:42+00:00,2023-02-06 02:55:42.032361+00:00,humidity,100,2023-02-06 02:55:42.032180+00:00,P1,66.0,2023-02-06 02:55:42.032180+00:00,P2,18.0
1048,2023-02-06 02:58:21.598001+00:00,temperature,12,2023-02-06 02:58:21+00:00,2023-02-06 02:58:21.598001+00:00,humidity,100,2023-02-06 02:58:21.597991+00:00,P1,50.0,2023-02-06 02:58:21.597991+00:00,P2,19.0
1049,2023-02-06 03:01:03.223517+00:00,temperature,12,2023-02-06 03:01:03+00:00,2023-02-06 03:01:03.223517+00:00,humidity,100,2023-02-06 03:01:03.223510+00:00,P1,65.0,2023-02-06 03:01:03.223510+00:00,P2,29.0
1050,2023-02-06 03:03:42.689367+00:00,temperature,12,2023-02-06 03:03:42+00:00,2023-02-06 03:03:42.689367+00:00,humidity,100,2023-02-06 03:03:42.689377+00:00,P1,81.0,2023-02-06 03:03:42.689377+00:00,P2,32.0
1051,2023-02-06 03:06:22.850581+00:00,temperature,12,2023-02-06 03:06:22+00:00,2023-02-06 03:06:22.850581+00:00,humidity,100,2023-02-06 03:06:22.845618+00:00,P1,60.0,2023-02-06 03:06:22.845618+00:00,P2,25.0
1052,2023-02-06 03:09:03.006339+00:00,temperature,12,2023-02-06 03:09:03+00:00,2023-02-06 03:09:03.006339+00:00,humidity,100,2023-02-06 03:09:03.009518+00:00,P1,19.0,2023-02-06 03:09:03.009518+00:00,P2,15.0
1053,2023-02-06 03:11:42.776755+00:00,temperature,12,2023-02-06 03:11:42+00:00,2023-02-06 03:11:42.776755+00:00,humidity,100,2023-02-06 03:11:42.776758+00:00,P1,25.0,2023-02-06 03:11:42.776758+00:00,P2,15.0
1054,2023-02-06 03:14:22.986474+00:00,temperature,12,2023-02-06 03:14:22+00:00,2023-02-06 03:14:22.986474+00:00,humidity,100,2023-02-06 03:14:22.986690+00:00,P1,30.0,2023-02-06 03:14:22.986690+00:00,P2,15.0
1055,2023-02-06 03:17:03.466023+00:00,temperature,12,2023-02-06 03:17:03+00:00,2023-02-06 03:17:03.466023+00:00,humidity,100,2023-02-06 03:17:03.466043+00:00,P1,39.0,2023-02-06 03:17:03.466043+00:00,P2,17.0
1056,2023-02-06 03:19:43.019096+00:00,temperature,12,2023-02-06 03:19:43+00:00,2023-02-06 03:19:43.019096+00:00,humidity,100,2023-02-06 03:19:43.019110+00:00,P1,47.0,2023-02-06 03:19:43.019110+00:00,P2,28.0
1057,2023-02-06 03:22:22.836667+00:00,temperature,11,2023-02-06 03:22:22+00:00,2023-02-06 03:22:22.836667+00:00,humidity,100,2023-02-06 03:22:22.836643+00:00,P1,116.0,2023-02-06 03:22:22.836643+00:00,P2,49.0
1058,2023-02-06 03:25:03.606557+00:00,temperature,11,2023-02-06 03:25:03+00:00,2023-02-06 03:25:03.606557+00:00,humidity,100,2023-02-06 03:25:03.607529+00:00,P1,47.0,2023-02-06 03:25:03.607529+00:00,P2,24.0
1059,2023-02-06 03:27:44.162007+00:00,temperature,11,2023-02-06 03:27:44+00:00,2023-02-06 03:27:44.162007+00:00,humidity,100,2023-02-06 03:27:44.159850+00:00,P1,44.0,2023-02-06 03:27:44.159850+00:00,P2,21.0
1060,2023-02-06 03:30:24.028297+00:00,temperature,11,2023-02-06 03:30:24+00:00,2023-02-06 03:30:24.028297+00:00,humidity,100,2023-02-06 03:30:24.027883+00:00,P1,49.0,2023-02-06 03:30:24.027883+00:00,P2,18.0
1061,2023-02-06 03:33:03.587200+00:00,temperature,11,2023-02-06 03:33:03+00:00,2023-02-06 03:33:03.587200+00:00,humidity,100,2023-02-06 03:33:03.586895+00:00,P1,42.0,2023-02-06 03:33:03.586895+00:00,P2,20.0
1062,2023-02-06 03:35:44.344049+00:00,temperature,11,2023-02-06 03:35:44+00:00,2023-02-06 03:35:44.344049+00:00,humidity,100,2023-02-06 03:35:44.346738+00:00,P1,52.0,2023-02-06 03:35:44.346738+00:00,P2,13.0
1063,2023-02-06 03:38:24.001494+00:00,temperature,11,2023-02-06 03:38:24+00:00,2023-02-06 03:38:24.001494+00:00,humidity,100,2023-02-06 03:38:24.001521+00:00,P1,54.0,2023-02-06 03:38:24.001521+00:00,P2,10.0
1064,2023-02-06 03:41:04.630115+00:00,temperature,11,2023-02-06 03:41:04+00:00,2023-02-06 03:41:04.630115+00:00,humidity,100,2023-02-06 03:41:04.630152+00:00,P1,56.0,2023-02-06 03:41:04.630152+00:00,P2,9.0
1065,2023-02-06 03:43:44.729816+00:00,temperature,11,2023-02-06 03:43:44+00:00,2023-02-06 03:43:44.729816+00:00,humidity,100,2023-02-06 03:43:44.729605+00:00,P1,20.0,2023-02-06 03:43:44.729605+00:00,P2,12.0
1066,2023-02-06 03:46:25.122402+00:00,temperature,11,2023-02-06 03:46:25+00:00,2023-02-06 03:46:25.122402+00:00,humidity,100,2023-02-06 03:46:25.121999+00:00,P1,42.0,2023-02-06 03:46:25.121999+00:00,P2,16.0
1067,2023-02-06 03:49:04.966049+00:00,temperature,11,2023-02-06 03:49:04+00:00,2023-02-06 03:49:04.966049+00:00,humidity,100,2023-02-06 03:49:04.966037+00:00,P1,45.0,2023-02-06 03:49:04.966037+00:00,P2,21.0
1068,2023-02-06 03:51:44.786525+00:00,temperature,11,2023-02-06 03:51:44+00:00,2023-02-06 03:51:44.786525+00:00,humidity,100,2023-02-06 03:51:44.786489+00:00,P1,50.0,2023-02-06 03:51:44.786489+00:00,P2,18.0
1069,2023-02-06 03:54:25.464064+00:00,temperature,11,2023-02-06 03:54:25+00:00,2023-02-06 03:54:25.464064+00:00,humidity,100,2023-02-06 03:54:25.464135+00:00,P1,68.0,2023-02-06 03:54:25.464135+00:00,P2,21.0
1070,2023-02-06 03:57:05.717504+00:00,temperature,11,2023-02-06 03:57:05+00:00,2023-02-06 03:57:05.717504+00:00,humidity,100,2023-02-06 03:57:05.665870+00:00,P1,31.0,2023-02-06 03:57:05.665870+00:00,P2,25.0
1071,2023-02-06 03:59:45.145547+00:00,temperature,11,2023-02-06 03:59:45+00:00,2023-02-06 03:59:45.145547+00:00,humidity,100,2023-02-06 03:59:45.142206+00:00,P1,42.0,2023-02-06 03:59:45.142206+00:00,P2,16.0
1072,2023-02-06 04:02:25.498524+00:00,temperature,11,2023-02-06 04:02:25+00:00,2023-02-06 04:02:25.498524+00:00,humidity,100,2023-02-06 04:02:25.498532+00:00,P1,40.0,2023-02-06 04:02:25.498532+00:00,P2,20.0
1073,2023-02-06 04:05:06.787623+00:00,temperature,11,2023-02-06 04:05:06+00:00,2023-02-06 04:05:06.787623+00:00,humidity,100,2023-02-06 04:05:06.787940+00:00,P1,36.0,2023-02-06 04:05:06.787940+00:00,P2,18.0
1074,2023-02-06 04:07:45.981557+00:00,temperature,11,2023-02-06 04:07:45+00:00,2023-02-06 04:07:45.981557+00:00,humidity,100,,,,,,
1075,2023-02-06 04:10:26.646292+00:00,temperature,11,2023-02-06 04:10:26+00:00,2023-02-06 04:10:26.646292+00:00,humidity,100,2023-02-06 04:10:26.647290+00:00,P1,26.0,2023-02-06 04:10:26.647290+00:00,P2,14.0
1076,2023-02-06 04:13:06.684355+00:00,temperature,11,2023-02-06 04:13:06+00:00,2023-02-06 04:13:06.684355+00:00,humidity,100,2023-02-06 04:13:06.683043+00:00,P1,114.0,2023-02-06 04:13:06.683043+00:00,P2,21.0
1077,2023-02-06 04:15:47.020968+00:00,temperature,11,2023-02-06 04:15:47+00:00,2023-02-06 04:15:47.020968+00:00,humidity,100,2023-02-06 04:15:47.021501+00:00,P1,98.0,2023-02-06 04:15:47.021501+00:00,P2,38.0
1078,2023-02-06 04:18:26.126257+00:00,temperature,11,2023-02-06 04:18:26+00:00,2023-02-06 04:18:26.126257+00:00,humidity,100,2023-02-06 04:18:26.124240+00:00,P1,106.0,2023-02-06 04:18:26.124240+00:00,P2,31.0
1079,2023-02-06 04:21:07.233076+00:00,temperature,11,2023-02-06 04:21:07+00:00,2023-02-06 04:21:07.233076+00:00,humidity,100,2023-02-06 04:21:07.233081+00:00,P1,66.0,2023-02-06 04:21:07.233081+00:00,P2,29.0
1080,2023-02-06 04:23:47.225493+00:00,temperature,12,2023-02-06 04:23:47+00:00,2023-02-06 04:23:47.225493+00:00,humidity,100,2023-02-06 04:23:47.225505+00:00,P1,111.0,2023-02-06 04:23:47.225505+00:00,P2,24.0
1081,2023-02-06 04:26:26.799315+00:00,temperature,12,2023-02-06 04:26:26+00:00,2023-02-06 04:26:26.799315+00:00,humidity,100,2023-02-06 04:26:26.799136+00:00,P1,59.0,2023-02-06 04:26:26.799136+00:00,P2,23.0
1082,2023-02-06 04:29:06.948705+00:00,temperature,12,2023-02-06 04:29:06+00:00,2023-02-06 04:29:06.948705+00:00,humidity,100,2023-02-06 04:29:06.949561+00:00,P1,75.0,2023-02-06 04:29:06.949561+00:00,P2,21.0
1083,2023-02-06 04:31:47.340244+00:00,temperature,12,2023-02-06 04:31:47+00:00,2023-02-06 04:31:47.340244+00:00,humidity,100,2023-02-06 04:31:47.340278+00:00,P1,60.0,2023-02-06 04:31:47.340278+00:00,P2,23.0
1084,2023-02-06 04:34:27.835773+00:00,temperature,12,2023-02-06 04:34:27+00:00,2023-02-06 04:34:27.835773+00:00,humidity,100,2023-02-06 04:34:27.837706+00:00,P1,46.0,2023-02-06 04:34:27.837706+00:00,P2,22.0
1085,2023-02-06 04:37:07.302577+00:00,temperature,12,2023-02-06 04:37:07+00:00,2023-02-06 04:37:07.302577+00:00,humidity,100,2023-02-06 04:37:07.302587+00:00,P1,72.0,2023-02-06 04:37:07.302587+00:00,P2,25.0
1086,2023-02-06 04:39:47.982663+00:00,temperature,12,2023-02-06 04:39:47+00:00,2023-02-06 04:39:47.982663+00:00,humidity,100,2023-02-06 04:39:47.984168+00:00,P1,52.0,2023-02-06 04:39:47.984168+00:00,P2,25.0
1087,2023-02-06 04:42:28.424734+00:00,temperature,13,2023-02-06 04:42:28+00:00,2023-02-06 04:42:28.424734+00:00,humidity,100,2023-02-06 04:42:28.423989+00:00,P1,65.0,2023-02-06 04:42:28.423989+00:00,P2,24.0
1088,2023-02-06 04:45:07.488011+00:00,temperature,13,2023-02-06 04:45:07+00:00,2023-02-06 04:45:07.488011+00:00,humidity,100,2023-02-06 04:45:07.488044+00:00,P1,40.0,2023-02-06 04:45:07.488044+00:00,P2,22.0
1089,2023-02-06 04:47:48.521003+00:00,temperature,13,2023-02-06 04:47:48+00:00,2023-02-06 04:47:48.521003+00:00,humidity,100,2023-02-06 04:47:48.572068+00:00,P1,70.0,2023-02-06 04:47:48.572068+00:00,P2,24.0
1090,2023-02-06 04:50:28.779469+00:00,temperature,13,2023-02-06 04:50:28+00:00,2023-02-06 04:50:28.779469+00:00,humidity,100,2023-02-06 04:50:28.779933+00:00,P1,92.0,2023-02-06 04:50:28.779933+00:00,P2,25.0
1091,2023-02-06 04:53:08.988070+00:00,temperature,14,2023-02-06 04:53:08+00:00,2023-02-06 04:53:08.988070+00:00,humidity,100,2023-02-06 04:53:08.988051+00:00,P1,66.0,2023-02-06 04:53:08.988051+00:00,P2,24.0
1092,2023-02-06 04:55:48.782001+00:00,temperature,14,2023-02-06 04:55:48+00:00,2023-02-06 04:55:48.782001+00:00,humidity,100,2023-02-06 04:55:48.787625+00:00,P1,75.0,2023-02-06 04:55:48.787625+00:00,P2,29.0
1093,2023-02-06 04:58:29.137215+00:00,temperature,14,2023-02-06 04:58:29+00:00,2023-02-06 04:58:29.137215+00:00,humidity,100,2023-02-06 04:58:29.139427+00:00,P1,81.0,2023-02-06 04:58:29.139427+00:00,P2,30.0
1094,2023-02-06 05:01:09.426753+00:00,temperature,14,2023-02-06 05:01:09+00:00,2023-02-06 05:01:09.426753+00:00,humidity,100,2023-02-06 05:01:09.426748+00:00,P1,96.0,2023-02-06 05:01:09.426748+00:00,P2,31.0
1095,2023-02-06 05:03:49.076169+00:00,temperature,15,2023-02-06 05:03:49+00:00,2023-02-06 05:03:49.076169+00:00,humidity,100,2023-02-06 05:03:49.072955+00:00,P1,49.0,2023-02-06 05:03:49.072955+00:00,P2,24.0
1096,2023-02-06 05:06:28.926219+00:00,temperature,15,2023-02-06 05:06:28+00:00,2023-02-06 05:06:28.926219+00:00,humidity,100,2023-02-06 05:06:28.926166+00:00,P1,58.0,2023-02-06 05:06:28.926166+00:00,P2,28.0
1097,2023-02-06 05:09:09.532010+00:00,temperature,15,2023-02-06 05:09:09+00:00,2023-02-06 05:09:09.532010+00:00,humidity,100,2023-02-06 05:09:09.582366+00:00,P1,76.0,2023-02-06 05:09:09.582366+00:00,P2,26.0
1098,2023-02-06 05:11:49.738451+00:00,temperature,15,2023-02-06 05:11:49+00:00,2023-02-06 05:11:49.738451+00:00,humidity,99,2023-02-06 05:11:49.738413+00:00,P1,54.0,2023-02-06 05:11:49.738413+00:00,P2,22.0
1099,2023-02-06 05:14:29.370431+00:00,temperature,16,2023-02-06 05:14:29+00:00,2023-02-06 05:14:29.370431+00:00,humidity,98,2023-02-06 05:14:29.368432+00:00,P1,63.0,2023-02-06 05:14:29.368432+00:00,P2,25.0
1100,2023-02-06 05:17:09.925611+00:00,temperature,16,2023-02-06 05:17:09+00:00,2023-02-06 05:17:09.925611+00:00,humidity,98,2023-02-06 05:17:09.925609+00:00,P1,98.0,2023-02-06 05:17:09.925609+00:00,P2,24.0
1101,2023-02-06 05:19:50.265278+00:00,temperature,16,2023-02-06 05:19:50+00:00,2023-02-06 05:19:50.265278+00:00,humidity,98,2023-02-06 05:19:50.262194+00:00,P1,39.0,2023-02-06 05:19:50.262194+00:00,P2,19.0
1102,2023-02-06 05:22:29.944732+00:00,temperature,16,2023-02-06 05:22:29+00:00,2023-02-06 05:22:29.944732+00:00,humidity,97,2023-02-06 05:22:29.944679+00:00,P1,48.0,2023-02-06 05:22:29.944679+00:00,P2,20.0
1103,2023-02-06 05:25:10.188430+00:00,temperature,16,2023-02-06 05:25:10+00:00,2023-02-06 05:25:10.188430+00:00,humidity,97,2023-02-06 05:25:10.180914+00:00,P1,60.0,2023-02-06 05:25:10.180914+00:00,P2,22.0
1104,2023-02-06 05:27:50.989115+00:00,temperature,17,2023-02-06 05:27:50+00:00,2023-02-06 05:27:50.989115+00:00,humidity,96,,,,,,
1105,2023-02-06 05:30:31.308640+00:00,temperature,17,2023-02-06 05:30:31+00:00,2023-02-06 05:30:31.308640+00:00,humidity,96,2023-02-06 05:30:31.255084+00:00,P1,46.0,2023-02-06 05:30:31.255084+00:00,P2,23.0
1106,2023-02-06 05:33:10.848576+00:00,temperature,17,2023-02-06 05:33:10+00:00,2023-02-06 05:33:10.848576+00:00,humidity,96,2023-02-06 05:33:10.851061+00:00,P1,33.0,2023-02-06 05:33:10.851061+00:00,P2,19.0
1107,2023-02-06 05:35:51.064620+00:00,temperature,17,2023-02-06 05:35:51+00:00,2023-02-06 05:35:51.064620+00:00,humidity,94,2023-02-06 05:35:51.064621+00:00,P1,39.0,2023-02-06 05:35:51.064621+00:00,P2,20.0
1108,2023-02-06 05:38:30.826178+00:00,temperature,17,2023-02-06 05:38:30+00:00,2023-02-06 05:38:30.826178+00:00,humidity,93,2023-02-06 05:38:30.830846+00:00,P1,26.0,2023-02-06 05:38:30.830846+00:00,P2,20.0
1109,2023-02-06 05:41:11.075970+00:00,temperature,18,2023-02-06 05:41:11+00:00,2023-02-06 05:41:11.075970+00:00,humidity,93,2023-02-06 05:41:11.075969+00:00,P1,47.0,2023-02-06 05:41:11.075969+00:00,P2,19.0
1110,2023-02-06 05:43:51.483508+00:00,temperature,18,2023-02-06 05:43:51+00:00,2023-02-06 05:43:51.483508+00:00,humidity,93,2023-02-06 05:43:51.484040+00:00,P1,48.0,2023-02-06 05:43:51.484040+00:00,P2,19.0
1111,2023-02-06 05:46:31.882755+00:00,temperature,18,2023-02-06 05:46:31+00:00,2023-02-06 05:46:31.882755+00:00,humidity,92,2023-02-06 05:46:31.882771+00:00,P1,60.0,2023-02-06 05:46:31.882771+00:00,P2,24.0
1112,2023-02-06 05:49:11.836308+00:00,temperature,18,2023-02-06 05:49:11+00:00,2023-02-06 05:49:11.836308+00:00,humidity,92,2023-02-06 05:49:11.885590+00:00,P1,42.0,2023-02-06 05:49:11.885590+00:00,P2,20.0
1113,2023-02-06 05:51:51.537995+00:00,temperature,18,2023-02-06 05:51:51+00:00,2023-02-06 05:51:51.537995+00:00,humidity,92,2023-02-06 05:51:51.538024+00:00,P1,58.0,2023-02-06 05:51:51.538024+00:00,P2,21.0
1114,2023-02-06 05:54:31.424483+00:00,temperature,18,2023-02-06 05:54:31+00:00,2023-02-06 05:54:31.424483+00:00,humidity,92,2023-02-06 05:54:31.425388+00:00,P1,57.0,2023-02-06 05:54:31.425388+00:00,P2,21.0
1115,2023-02-06 05:57:12.466486+00:00,temperature,19,2023-02-06 05:57:12+00:00,2023-02-06 05:57:12.466486+00:00,humidity,90,2023-02-06 05:57:12.466464+00:00,P1,45.0,2023-02-06 05:57:12.466464+00:00,P2,16.0
1116,2023-02-06 05:59:52.180305+00:00,temperature,19,2023-02-06 05:59:52+00:00,2023-02-06 05:59:52.180305+00:00,humidity,88,2023-02-06 05:59:52.178683+00:00,P1,54.0,2023-02-06 05:59:52.178683+00:00,P2,18.0
1117,2023-02-06 06:02:32.293429+00:00,temperature,19,2023-02-06 06:02:32+00:00,2023-02-06 06:02:32.293429+00:00,humidity,89,2023-02-06 06:02:32.291162+00:00,P1,65.0,2023-02-06 06:02:32.291162+00:00,P2,23.0
1118,2023-02-06 06:05:13.149578+00:00,temperature,19,2023-02-06 06:05:13+00:00,2023-02-06 06:05:13.149578+00:00,humidity,88,2023-02-06 06:05:13.149561+00:00,P1,39.0,2023-02-06 06:05:13.149561+00:00,P2,20.0
1119,2023-02-06 06:07:53.254293+00:00,temperature,19,2023-02-06 06:07:53+00:00,2023-02-06 06:07:53.254293+00:00,humidity,89,2023-02-06 06:07:53.202863+00:00,P1,38.0,2023-02-06 06:07:53.202863+00:00,P2,17.0
1120,2023-02-06 06:10:33.058401+00:00,temperature,19,2023-02-06 06:10:33+00:00,2023-02-06 06:10:33.058401+00:00,humidity,87,2023-02-06 06:10:33.058772+00:00,P1,68.0,2023-02-06 06:10:33.058772+00:00,P2,20.0
1121,2023-02-06 06:13:13.156231+00:00,temperature,20,2023-02-06 06:13:13+00:00,2023-02-06 06:13:13.156231+00:00,humidity,86,2023-02-06 06:13:13.155475+00:00,P1,45.0,2023-02-06 06:13:13.155475+00:00,P2,19.0
1122,2023-02-06 06:15:52.832643+00:00,temperature,20,2023-02-06 06:15:52+00:00,2023-02-06 06:15:52.832643+00:00,humidity,83,2023-02-06 06:15:52.832653+00:00,P1,27.0,2023-02-06 06:15:52.832653+00:00,P2,15.0
1123,2023-02-06 06:18:33.129509+00:00,temperature,20,2023-02-06 06:18:33+00:00,2023-02-06 06:18:33.129509+00:00,humidity,83,2023-02-06 06:18:33.077965+00:00,P1,42.0,2023-02-06 06:18:33.077965+00:00,P2,15.0
1124,2023-02-06 06:21:13.331882+00:00,temperature,20,2023-02-06 06:21:13+00:00,2023-02-06 06:21:13.331882+00:00,humidity,83,2023-02-06 06:21:13.332134+00:00,P1,70.0,2023-02-06 06:21:13.332134+00:00,P2,13.0
1125,2023-02-06 06:23:53.172466+00:00,temperature,20,2023-02-06 06:23:53+00:00,2023-02-06 06:23:53.172466+00:00,humidity,82,2023-02-06 06:23:53.119978+00:00,P1,22.0,2023-02-06 06:23:53.119978+00:00,P2,15.0
1126,2023-02-06 06:26:33.336512+00:00,temperature,20,2023-02-06 06:26:33+00:00,2023-02-06 06:26:33.336512+00:00,humidity,81,2023-02-06 06:26:33.337714+00:00,P1,59.0,2023-02-06 06:26:33.337714+00:00,P2,13.0
